stop_id,stop_name,stop_lat,stop_lon 
1,"72路公交招呼站",22.3917538,113.5479328
2,"888街",22.28036715,113.5588095
3,"BP化工",21.99215995,113.2051633
4,"TOD小镇",22.2740116,113.5001305
5,"艾牧电子",22.2049761,113.31996865
6,"安骅汽车",22.3121769,113.4718234
7,"安基路东",22.04483225,113.37803645
8,"安基路口",22.0425023,113.3960246
9,"安基路西",22.0456021,113.34223625
10,"安居园",22.26988395,113.52565115
11,"安湾路口",22.05123475,113.3316567
12,"奥特美会所",22.2322073,113.51078655
13,"澳大横琴校区",22.13326675,113.53974875
14,"八甲",22.21595345,113.196981
15,"八闽商会",22.2447206,113.4950731
16,"八顷",22.30301505,113.3028343
17,"八十亩",22.36752465,113.20126795
18,"八一二连路口",22.0977203,113.30387505
19,"八一五连路口",22.08487695,113.3047107
20,"八一一连",22.08161785,113.30701785
21,"巴士公司",22.2768117,113.5266226
22,"白蕉工业园",22.2538858,113.338886
23,"白蕉街",22.216192,113.30230575
24,"白蕉旧镇府",22.2155424,113.30663475
25,"白蕉科技园",22.19761805,113.320831
26,"白蕉科技园南",22.19842625,113.31432185
27,"白蕉科技园中",22.200026,113.3180068
28,"白蕉食品厂",22.21878645,113.30097695
29,"白蕉长途站",22.2297303,113.30488409
30,"白蕉镇政府",22.2576222,113.3317654
31,"白蕉中心市场",22.2165318,113.310704
32,"白井电子",22.0388723,113.3151581
33,"白莲洞公园",22.24457703,113.55755653
34,"白莲新村",22.2508027,113.56224795
35,"白埔路口",22.35368047,113.58998413
36,"白沙(魅族)",22.37579205,113.56319035
37,"白沙坑",22.19682425,113.4611058
38,"白石(银石雅园)",22.2385776,113.53141085
39,"白石村",22.2434284,113.2843233
40,"白石东",22.2390247,113.28927575
41,"白石路口",22.23898467,113.2937361
42,"白石南(银石雅园南)",22.23478555,113.5313188
43,"白石西",22.246936,113.28113745
44,"白藤二路口",22.15135,113.35099685
45,"白藤二路西",22.1518718,113.3522813
46,"白藤二路中",22.1537927,113.35545575
47,"白藤湖",22.1819543,113.32378275
48,"白藤头",22.1481321,113.3541434
49,"白兔陶瓷",22.1956781,113.1438462
50,"百福汇超市",22.14049075,113.3372028
51,"百货公司",22.2797868,113.5729358
52,"办冲",22.3086831,113.2907091
53,"办冲一队",22.3111697,113.29895205
54,"半岛驿站公园",22.3653389,113.6206335
55,"宝吉路口",22.1660948,113.4976972
56,"宝莱特科技",22.3770898,113.55390705
57,"宝盛路中",22.1668587,113.4998732
58,"宝顺路",22.1653955,113.5033379
59,"保健院西门",22.2716292,113.55424245
60,"保利五月花",22.35531275,113.60251555
61,"保利香槟",22.13299375,113.36626905
62,"保税区北门",22.17622207,113.49246623
63,"报业大厦",22.2798661,113.540751
64,"北澳市场",22.22419525,113.28315955
65,"北车",22.16357525,113.13349795
66,"北村",22.0108205,113.23373775
67,"北大附校",22.39538185,113.6297034
68,"北大希望之星",22.1801628,113.520158
69,"北堤",22.2934003,113.5705094
70,"北卡",22.30933045,113.25956385
71,"北理工",22.3681842,113.5463328
72,"北理工南门",22.3591645,113.54151705
73,"北岭",22.23891295,113.5461049
74,"北七路北",21.983144,113.20990975
75,"北七路口",21.97954965,113.20638585
76,"北七路南",21.970566,113.20373765
77,"北七路中",21.97593715,113.2036661
78,"北山(华发商都)",22.22579735,113.5056364
79,"北山村",22.40070005,113.52501615
80,"北山工业区",22.2178644,113.5094938
81,"北师大(东侧站)",22.3540823,113.5391389
82,"北师大(西侧站)",22.3521771,113.5379882
83,"北师大附中",22.36896105,113.58103865
84,"北水",22.03895785,113.2204031
85,"北水旧村",22.04098245,113.2290576
86,"北水路口",22.0466405,113.21290485
87,"北水小学",22.0413951,113.2150774
88,"碧阳路口",21.9945854,113.2095532
89,"滨海楼",22.27400605,113.5607209
90,"伯牙道路口",22.12602785,113.5195367
91,"泊湾",22.1920459,113.46168705
92,"博世安保",22.0739973,113.34950095
93,"布洲",22.35762155,113.27201055
94,"草津公司",22.0713649,113.35227255
95,"草蓢",22.16122415,113.2582701
96,"草蓢路口",22.16368145,113.2567702
97,"草堂",22.04623205,113.3848258
98,"草堂市场",22.0455705,113.38817495
99,"草堂湾",22.04496025,113.3864932
100,"草围路",22.1911048,113.3466186
101,"昌平路北",22.2299144,113.5302078
102,"昌平路中",22.2246917,113.5345556
103,"超群电子",22.1538521,113.2177298
104,"超毅电子厂",22.1725246,113.2670343
105,"琛龙船厂",22.1550353,113.4737389
106,"成益",22.18844435,113.4619971
107,"成益新村",22.18525035,113.4623081
108,"成裕",22.2048461,113.30428825
109,"成裕市场",22.2021589,113.3081192
110,"成裕围",22.20292995,113.3067405
111,"诚丰怡园",22.28564485,113.517263
112,"城东家私城",22.2231082,113.29840005
113,"城轨明珠站",22.27146115,113.5102164
114,"城轨前山站",22.2374009,113.52056035
115,"城建总公司",22.06218525,113.36495705
116,"城南派出所",22.1517717,113.3563209
117,"城南市场",22.1553441,113.35801995
118,"城市广场",22.2837603,113.55191155
119,"城市阳台",22.2659509,113.5777615
120,"赤鱼头",21.9504882,113.26750395
121,"创新六路",22.3958004,113.5561777
122,"创新三路南",22.38899825,113.55102055
123,"创业北路东",22.1003306,113.27657465
124,"创业东路",22.09650015,113.28024925
125,"创业南路东",22.0974888,113.27737395
126,"创业南路中",22.0949768,113.2719656
127,"创业西路中",22.0935503,113.2671461
128,"创业中路口",22.0961167,113.2743569
129,"春花园东",22.04308865,113.3675996
130,"春花园中",22.0411128,113.3643448
131,"春泽名园",22.2272814,113.532177
132,"粗沙环",22.125749,113.53874395
133,"翠花苑",22.2634075,113.5240793
134,"翠景工业区",22.2550439,113.5150126
135,"翠屏路",22.26723845,113.51165915
136,"翠屏路口",22.2665335,113.5132796
137,"翠前小学",22.2718748,113.5196091
138,"翠湾",22.20771055,113.44809895
139,"翠湾(屏西五路)",22.2090691,113.4482342
140,"翠微",22.2595672,113.5144948
141,"翠微市场",22.2641248,113.5204379
142,"翠香东",22.287776,113.5712953
143,"翠香中",22.2852134,113.5656196
144,"寸草路口",22.1314216,113.3624213
145,"大成兔场",22.29316165,113.30799515
146,"大赤坎东",22.27767365,113.23386535
147,"大赤坎东(415路)",22.2773086,113.2334768
148,"大赤坎西",22.27733675,113.22808345
149,"大冲村口",22.11783735,113.16055765
150,"大飞沙",21.9381457,113.2722221
151,"大果园",22.392422,113.5069914
152,"大海环",22.0844566,113.2119985
153,"大海环二队",22.0781822,113.2195036
154,"大濠冲",22.2221043,113.16069815
155,"大濠冲村口",22.2152011,113.15306735
156,"大濠冲路口",22.21408492,113.15798783
157,"大虎",22.08561185,113.13606015
158,"大虎八队",22.0852987,113.12916965
159,"大虎市场",22.08852535,113.13571025
160,"大虎市场西",22.08858615,113.13191215
161,"大虎四队",22.0850408,113.12136435
162,"大虎五队",22.0876884,113.12039525
163,"大环",22.0901428,113.27628367
164,"大环村",22.29037875,113.2042217
165,"大黄杨",22.2617343,113.26119835
166,"大镜山",22.2873324,113.5549279
167,"大林",22.0692204,113.29315265
168,"大林居委会",22.0697088,113.29066605
169,"大林三连",22.06797785,113.29603485
170,"大林湾",22.06546895,113.3013564
171,"大林湾东",22.0671333,113.3080829
172,"大沙场",22.3402479,113.2157069
173,"大胜",22.3165614,113.20347265
174,"大石鼓",22.2973486,113.30371175
175,"大托北",22.26683415,113.2683539
176,"大托村",22.2604337,113.2712298
177,"大托村口",22.2615061,113.2703864
178,"大托南",22.2557532,113.2723688
179,"大托市场",22.2615407,113.2741582
180,"大洋山",22.2028984,113.16358965
181,"党校",22.28818515,113.5584274
182,"导航台",22.01326245,113.38731
183,"得佳电器",22.3753829,113.52127675
184,"得米公司",22.05315515,113.21934795
185,"德昌盛景",22.1612892,113.34182985
186,"德豪润达",22.37369885,113.54904065
187,"灯笼",22.2248515,113.35743275
188,"灯笼路口",22.177252,113.3900164
189,"灯笼沙",22.2187581,113.36178225
190,"灯笼中心小学",22.20390725,113.37319215
191,"灯三",22.20194605,113.37461325
192,"灯三头",22.2122258,113.3666787
193,"灯一",22.2321567,113.35218635
194,"迪山实业",22.0919948,113.1639836
195,"第二人民医院",22.2251279,113.54233285
196,"电厂路口",21.99297025,113.19010595
197,"电厂一路口",21.97975345,113.1780716
198,"电视台北门",22.2810691,113.54502685
199,"叠石",22.32912105,113.59753195
200,"定家湾",22.0593761,113.3338222
201,"定家湾南",22.05755855,113.33282575
202,"定湾九路",22.0345792,113.30820135
203,"定湾七路",22.04006175,113.3111768
204,"东澳村(新堂路)",22.1591787,113.23398515
205,"东澳村(珠峰大道)",22.1577092,113.2349392
206,"东澳西",22.1617049,113.23144495
207,"东方高尔夫",22.1411813,113.4764533
208,"东方威尼斯",22.1705951,113.33325635
209,"东风",22.1870551,113.29305605
210,"东风北",22.1892153,113.2901201
211,"东风二队",22.0667013,113.1931379
212,"东风街",22.17643755,113.47094425
213,"东风街东",22.1805826,113.4748196
214,"东风六队",22.06298715,113.18594125
215,"东风南(遵医五院)",22.16967325,113.29683735
216,"东风三队",22.0770277,113.20005445
217,"东风四队",22.0692633,113.1957842
218,"东风五队",22.06392345,113.18931435
219,"东风一队",22.07281605,113.19839175
220,"东咀",22.07914835,113.3848056
221,"东坑",22.30902985,113.51896025
222,"东坑公园",22.30232015,113.5163277
223,"东坑市场",22.30668335,113.517634
224,"东坑西",22.30544415,113.5153522
225,"东坑新村",22.30040785,113.51600155
226,"东桥",22.2203375,113.5157757
227,"东桥工业区",22.2247498,113.5141219
228,"东升桥",22.0346806,113.3204662
229,"东围",22.2360503,113.30933515
230,"东围北",22.2456844,113.3011279
231,"东兴",22.217638,113.20892935
232,"东洋科美",22.1615807,113.1339295
233,"都会道",22.1562922,113.5319597
234,"斗门财所",22.24068535,113.19189575
235,"斗门村",22.2284459,113.1962711
236,"斗门大道口",22.2150182,113.18547515
237,"斗门地税局",22.18385245,113.3080263
238,"斗门妇幼保健院",22.22735935,113.2955903
239,"斗门港",22.2720867,113.32624465
240,"斗门供电局",22.20812075,113.29277465
241,"斗门行政中心",22.1926006,113.3109521
242,"斗门检察院",22.1795773,113.3051854
243,"斗门交通局",22.2093584,113.29264935
244,"斗门一中",22.22427445,113.2519547
245,"斗门一中(X981)",22.2238997,113.2524455
246,"斗门镇",22.2356601,113.19199495
247,"斗门镇交警",22.22616425,113.1897599
248,"斗门镇卫生院",22.2339878,113.1921084
249,"斗门中心小学",22.24320915,113.19490895
250,"斗门装饰建材",22.227312,113.3131633
251,"度假村",22.2432855,113.5774495
252,"渡假村",22.2434347,113.577146
253,"鳄鱼岛",22.1854652,113.32081735
254,"二号闸",22.1135399,113.37131965
255,"二间",22.1839648,113.45219055
256,"二龙",22.3919271,113.16904185
257,"二中",22.27323015,113.5688074
258,"番怡路口",22.1298751,113.33018525
259,"方正",22.1445679,113.1526138
260,"飞沙",21.9218243,113.2729481
261,"翡翠制衣",22.00695225,113.18628955
262,"丰华路东",22.2340104,113.5081678
263,"丰华路西",22.2325124,113.5045232
264,"风水塘广场",22.05401785,113.3531854
265,"凤凰北",22.28994845,113.56613405
266,"凤鸣市场",22.0556093,113.35560245
267,"佛径",22.3818767,113.4999139
268,"佛径村口",22.3805682,113.5026386
269,"氟特科技",22.09303295,113.28191495
270,"福石",22.2418594,113.5036248
271,"福溪",22.29105,113.50669035
272,"福溪工业区",22.2947678,113.50660945
273,"福新",22.18245745,113.291604
274,"福永路东",22.296225,113.5037383
275,"富红苑",22.1489454,113.35197955
276,"富康花园",22.2750335,113.5250854
277,"富强路中",22.19367345,113.1422312
278,"盖山",22.3068934,113.2668156
279,"干东村口",22.16508645,113.2251861
280,"干南工业区",22.145585,113.225909
281,"干南南路",22.1537687,113.22524
282,"干务饼厂",22.163003,113.21917045
283,"干务行政中心",22.1610661,113.2275635
284,"干务街口",22.1618023,113.2220406
285,"干务敬老院",22.15887235,113.2123682
286,"干务奶牛场",22.17493135,113.16234495
287,"干务牌坊",22.1551159,113.22461325
288,"干务糖厂",22.15740795,113.21037925
289,"干务卫生院",22.1614648,113.21569975
290,"干务消防队",22.1510052,113.1973124
291,"干务中心小学",22.1651657,113.2270899
292,"干西农场",22.1055531,113.215879
293,"钢铁厂西门",21.9615438,113.1882285
